Long,Lat,Site,Plot,Stake,color,full ID
-71.30343245,44.05413428,C7,4,NW,pink,C7 4  NW
-71.30281133,44.05368233,C7,4,SE,pink,C7 4 SE
-71.30343522,44.05368433,C7,4,SW,pink,C7 4 SW
-71.30288713,44.05250445,C7,"1,2",NA,pink,"C7 1,2"
-71.30350836,44.05295648,C7,"2,3",NA,pink,"C7 2,3"
-71.30288435,44.05295448,C7,"2,3",NA,pink,"C7 2,3"
-71.29744965,44.05409796,C8,1,A1,orange,C8 1 A1
-71.29735363,44.05415553,C8,1,A2,blue,C8 1 A2
-71.29725773,44.05421301,C8,1,A3,blue,C8 1 A3
-71.29716171,44.05427058,C8,1,A4,orange,C8 1 A4
-71.29736982,44.0540288,C8,1,B1,blue,C8 1 B1
-71.29727392,44.05408628,C8,1,B2,blue,C8 1 B2
-71.2971779,44.05414385,C8,1,B3,blue,C8 1 B3
-71.29708201,44.05420142,C8,1,B4,blue,C8 1 B4
-71.29729,44.05395956,C8,1,C1,blue,C8 1 C1
-71.2971941,44.05401712,C8,1,C2,blue,C8 1 C2
-71.29709807,44.0540746,C8,1,C3,blue,C8 1 C3
-71.29700218,44.05413217,C8,1,C4,blue,C8 1 C4
-71.29721029,44.05389039,C8,1,D1,orange,C8 1 D1
-71.29711427,44.05394787,C8,1,D2,blue,C8 1 D2
-71.29701837,44.05400544,C8,1,D3,blue,C8 1 D3
-71.29692235,44.05406301,C8,1,D4,orange,C8 1 D4
-71.29714564,44.05439731,C8,1,NE,pink,C8 1 NE
-71.29674663,44.05405133,C8,1,SE,pink,C8 1 SE
-71.29792938,44.05381029,C8,2,A1,orange,C8 2 A1
-71.29783349,44.05386777,C8,2,A2,blue,C8 2 A2
-71.29773747,44.05392534,C8,2,A3,blue,C8 2 A3
-71.29764157,44.05398291,C8,2,A4,orange,C8 2 A4
-71.29784956,44.05374104,C8,2,B1,blue,C8 2 B1
-71.29775366,44.05379861,C8,2,B2,blue,C8 2 B2
-71.29765776,44.05385618,C8,2,B3,blue,C8 2 B3
-71.29756174,44.05391366,C8,2,B4,blue,C8 2 B4
-71.29776985,44.05367188,C8,2,C1,blue,C8 2 C1
-71.29767383,44.05372936,C8,2,C2,blue,C8 2 C2
-71.29757794,44.05378693,C8,2,C3,blue,C8 2 C3
-71.29748192,44.0538445,C8,2,C4,blue,C8 2 C4
-71.29769003,44.05360263,C8,2,D1,orange,C8 2 D1
-71.29759413,44.0536602,C8,2,D2,blue,C8 2 D2
-71.29749811,44.05371777,C8,2,D3,blue,C8 2 D3
-71.29740221,44.05377525,C8,2,D4,orange,C8 2 D4
-71.29810511,44.05382188,C8,2,NW,pink,C8 2 NW
-71.29772095,44.05335001,C8,3,A1,orange,C8 3 A1
-71.29762506,44.05340758,C8,3,A2,blue,C8 3 A2
-71.29752904,44.05346515,C8,3,A3,blue,C8 3 A3
-71.29743314,44.05352263,C8,3,A4,orange,C8 3 A4
-71.29764113,44.05328085,C8,3,B1,blue,C8 3 B1
-71.29754523,44.05333842,C8,3,B2,blue,C8 3 B2
-71.29744921,44.0533959,C8,3,B3,blue,C8 3 B3
-71.29735331,44.05345347,C8,3,B4,blue,C8 3 B4
-71.29756143,44.05321169,C8,3,C1,blue,C8 3 C1
-71.2974654,44.05326917,C8,3,C2,blue,C8 3 C2
-71.29736951,44.05332674,C8,3,C3,blue,C8 3 C3
-71.29727349,44.05338431,C8,3,C4,blue,C8 3 C4
-71.2974816,44.05314244,C8,3,D1,orange,C8 3 D1
-71.2973857,44.05320001,C8,3,D2,blue,C8 3 D2
-71.29728968,44.05325749,C8,3,D3,blue,C8 3 D3
-71.29719379,44.05331506,C8,3,D4,orange,C8 3 D4
-71.29789667,44.05336169,C8,3,NW,pink,C8 3 NW
-71.29701794,44.05330338,C8,3,SE,pink,C8 3 SE
-71.29749779,44.05301571,C8,3,SW,pink,C8 3 SW
-71.29997141,44.05493014,C8,4,A1,orange,C8 4 A1
-71.29996094,44.0548405,C8,4,A2,blue,C8 4 A2
-71.29995061,44.05475086,C8,4,A3,blue,C8 4 A3
-71.29994026,44.05466112,C8,4,A4,orange,C8 4 A4
-71.29984698,44.0549376,C8,4,B1,blue,C8 4 B1
-71.29983664,44.05484796,C8,4,B2,blue,C8 4 B2
-71.2998263,44.05475822,C8,4,B3,blue,C8 4 B3
-71.29981596,44.05466858,C8,4,B4,blue,C8 4 B4
-71.29972267,44.05494496,C8,4,C1,blue,C8 4 C1
-71.29971221,44.05485541,C8,4,C2,blue,C8 4 C2
-71.29970187,44.05476568,C8,4,C3,blue,C8 4 C3
-71.29969154,44.05467604,C8,4,C4,blue,C8 4 C4
-71.29959825,44.05495242,C8,4,D1,orange,C8 4 D1
-71.29958791,44.05486287,C8,4,D2,blue,C8 4 D2
-71.29957757,44.05477314,C8,4,D3,blue,C8 4 D3
-71.29956724,44.05468349,C8,4,D4,orange,C8 4 D4
-71.29948416,44.05504961,C8,4,NE,pink,C8 4 NE
-71.30010605,44.05501233,C8,4,NW,pink,C8 4 NW
-71.29943259,44.05460112,C8,4,SE,pink,C8 4 SE
-71.30005447,44.05456393,C8,4,SW,pink,C8 4 SW
-71.29943813,44.05412186,C8,5,A1,orange,C8 5 A1
-71.29934958,44.05418523,C8,5,A2,blue,C4 1 A3
-71.2992609,44.05424859,C8,5,A3,blue,C4 1 A2
-71.29917234,44.05431205,C8,5,A4,orange,C8 5 A4
-71.29935026,44.05405791,C8,5,B1,blue,C4 1 B4
-71.29926171,44.05412127,C8,5,B2,blue,C4 1 B3
-71.29917303,44.05418464,C8,5,B3,blue,C4 1 B2
-71.29908448,44.0542481,C8,5,B4,blue,C4 1 B1
-71.2992624,44.05399404,C8,5,C1,blue,C4 1 C4
-71.29917385,44.05405741,C8,5,C2,blue,C4 1 C3
-71.29908517,44.05412069,C8,5,C3,blue,C4 1 C2
-71.29899661,44.05418414,C8,5,C4,blue,C4 1 C1
-71.29917466,44.05393009,C8,5,D1,orange,C8 5 D1
-71.29908598,44.05399346,C8,5,D2,blue,C4 1 D3
-71.2989973,44.05405682,C8,5,D3,blue,C4 1 D2
-71.29890875,44.05412028,C8,5,D4,orange,C8 5 D4
-71.29873233,44.0541196,C8,5,E,pink,C8 5 E
-71.29917153,44.05443928,C8,5,N,pink,C8 5 N
-71.29917548,44.05380286,C8,5,S,pink,C8 5 S
-71.29961467,44.05412245,C8,5,W,pink,C8 5 W
-71.29762537,44.05410964,C8,"1,2",NA,pink,"C8 1,2"
-71.29722649,44.05376357,C8,"1,2",NA,pink,"C8 1,2"
-71.29741695,44.05364945,C8,"2,3",NA,pink,"C8 2,3"
-71.29770622,44.0534759,C8,"2,3",NA,pink,"C8 2,3"
-71.27793749,44.04390867,C9,1,A1,orange,C9 1 A1
-71.27805785,44.04393238,C9,1,A2,blue,C9 1 A2
-71.27817821,44.04395609,C9,1,A3,blue,C9 1 A3
-71.27829857,44.04397979,C9,1,A4,orange,C9 1 A4
-71.27797036,44.04382185,C9,1,B1,blue,C9 1 B1
-71.27809072,44.04384556,C9,1,B2,blue,C9 1 B2
-71.27821108,44.04386927,C9,1,B3,blue,C9 1 B3
-71.27833144,44.04389298,C9,1,B4,blue,C9 1 B4
-71.2780031,44.04373504,C9,1,C1,blue,C9 1 C1
-71.27812359,44.04375875,C9,1,C2,blue,C9 1 C2
-71.27824395,44.04378245,C9,1,C3,blue,C9 1 C3
-71.27836431,44.04380616,C9,1,C4,blue,C9 1 C4
-71.27803597,44.04364822,C9,1,D1,orange,C9 1 D1
-71.27815646,44.04367193,C9,1,D2,blue,C9 1 D2
-71.27827681,44.04369564,C9,1,D3,blue,C9 1 D3
-71.27839717,44.04371935,C9,1,D4,orange,C9 1 D4
-71.27778426,44.04397178,C9,1,NE,pink,C9 1 NE
-71.27794848,44.0435377,C9,1,SE,pink,C9 1 SE
-71.27853929,44.04402721,C9,2,A1,orange,C9 2 A1
-71.27865965,44.04405092,C9,2,A2,blue,C9 2 A2
-71.27878001,44.04407463,C9,2,A3,blue,C9 2 A3
-71.27890037,44.04409833,C9,2,A4,orange,C9 2 A4
-71.27857216,44.04394039,C9,2,B1,blue,C9 2 B1
-71.27869252,44.0439641,C9,2,B2,blue,C9 2 B2
-71.27881287,44.04398781,C9,2,B3,blue,C9 2 B3
-71.27893323,44.04401152,C9,2,B4,blue,C9 2 B4
-71.27860502,44.04385358,C9,2,C1,blue,C9 2 C1
-71.27872538,44.04387728,C9,2,C2,blue,C9 2 C2
-71.27884574,44.04390099,C9,2,C3,blue,C9 2 C3
-71.2789661,44.0439247,C9,2,C4,blue,C9 2 C4
-71.27863789,44.04376676,C9,2,D1,orange,C9 2 D1
-71.27875825,44.04379047,C9,2,D2,blue,C9 2 D2
-71.27887861,44.04381418,C9,2,D3,blue,C9 2 D3
-71.27899897,44.04383788,C9,2,D4,orange,C9 2 D4
-71.27915219,44.04377468,C9,2,SW,pink,C9 2 SW
-71.27943385,44.04357819,C9,3,A1,orange,C9 3 A1
-71.27955421,44.0436019,C9,3,A2,blue,C9 1 A2
-71.27967457,44.04362561,C9,3,A3,blue,C9 1 A3
-71.27979493,44.04364931,C9,3,A4,orange,C9 3 A4
-71.27946672,44.04349138,C9,3,B1,blue,C9 1 B1
-71.27958708,44.04351508,C9,3,B2,blue,C9 1 B2
-71.27970744,44.04353879,C9,3,B3,blue,C9 1 B3
-71.2798278,44.0435625,C9,3,B4,blue,C9 1 B4
-71.27949959,44.04340456,C9,3,C1,blue,C9 1 C1
-71.27961994,44.04342827,C9,3,C2,blue,C9 1 C2
-71.2797403,44.04345197,C9,3,C3,blue,C9 1 C3
-71.27986066,44.04347568,C9,3,C4,blue,C9 1 C4
-71.27953245,44.04331774,C9,3,D1,orange,C9 3 D1
-71.27965281,44.04334145,C9,3,D2,blue,C9 1 D2
-71.27977317,44.04336516,C9,3,D3,blue,C9 1 D3
-71.27989353,44.04338886,C9,3,D4,orange,C9 3 D4
-71.27928063,44.0436413,C9,3,NE,pink,C9 3 NE
-71.27988242,44.04375984,C9,3,NW,pink,C9 3 NW
-71.27944496,44.04320722,C9,3,SE,pink,C9 3 SE
-71.28004675,44.04332566,C9,3,SW,pink,C9 3 SW
-71.27948188,44.04431262,C9,4,A1,orange,C9 4 A1
-71.27954467,44.04423484,C9,4,A2,blue,C9 4 A2
-71.27960759,44.04415714,C9,4,A3,blue,C9 4 A3
-71.27967051,44.04407936,C9,4,A4,orange,C9 4 A4
-71.27937404,44.04426723,C9,4,B1,blue,C9 4 B1
-71.27943696,44.04418945,C9,4,B2,blue,C9 4 B2
-71.27949988,44.04411176,C9,4,B3,blue,C9 4 B3
-71.2795628,44.04403406,C9,4,B4,blue,C9 4 B4
-71.27926633,44.04422185,C9,4,C1,blue,C9 4 C1
-71.27932925,44.04414415,C9,4,C2,blue,C9 4 C2
-71.27939205,44.04406637,C9,4,C3,blue,C9 4 C3
-71.27945497,44.04398868,C9,4,C4,blue,C9 4 C4
-71.27915849,44.04417646,C9,4,D1,orange,C9 4 D1
-71.27922141,44.04409877,C9,4,D2,blue,C9 4 D2
-71.27928433,44.04402099,C9,4,D3,blue,C9 4 D3
-71.27934726,44.04394329,C9,4,D4,orange,C9 4 D4
-71.27952666,44.0444357,C9,4,NW,pink,C9 4 NW
-71.27930234,44.04382021,C9,4,SE,pink,C9 4 SE
-71.27984115,44.04404705,C9,4,SW,pink,C9 4 SW
-71.2785504,44.04365624,C9,"1,2",NA,pink,"C9 1,2"
-71.27838606,44.04409032,C9,"1,2",NA,pink,"C9 1,2"
-71.27898786,44.04420886,C9,"2,4",NA,pink,"C9 2,4"
-71.72334859,43.95221352,HBCa,1,A1,orange,C9 4 A1
-71.72324061,43.95216856,HBCa,1,A2,blue,C9 4 B1
-71.72313275,43.95212359,HBCa,1,A3,blue,C9 4 C1
-71.72302477,43.95207863,HBCa,1,A4,orange,C9 4 D1
-71.72341083,43.95213551,HBCa,1,B1,blue,C9 4 A2
-71.72330285,43.95209055,HBCa,1,B2,blue,C9 4 B2
-71.72319499,43.95204558,HBCa,1,B3,blue,C9 4 C2
-71.72308701,43.95200071,HBCa,1,B4,blue,C9 4 D2
-71.72347307,43.95205759,HBCa,1,C1,blue,C9 4 A3
-71.72336509,43.95201263,HBCa,1,C2,blue,C9 4 B3
-71.7232571,43.95196766,HBCa,1,C3,blue,C9 4 C3
-71.72314924,43.9519227,HBCa,1,C4,blue,C9 4 D3
-71.72353518,43.95197958,HBCa,1,D1,orange,C9 4 A4
-71.72342732,43.95193461,HBCa,1,D2,blue,C9 4 B4
-71.72331934,43.95188965,HBCa,1,D3,blue,C9 4 C4
-71.72321148,43.95184469,HBCa,1,D4,orange,C9 4 D4
-71.72285467,43.95211168,HBCa,1,NE,pink,"C9 2,4"
-71.72339434,43.9523364,HBCa,1,NW,pink,C9 4 NW
-71.72316574,43.95172181,HBCa,1,SE,pink,C9 4 SE
-71.7237054,43.95194653,HBCa,1,SW,pink,C9 4 SW
-71.72048526,43.95431299,HBCa,2,A1,orange,HBCa 2 A1
-71.72039711,43.95424937,HBCa,2,A2,blue,HBCa 2 A2
-71.72030896,43.95418574,HBCa,2,A3,blue,HBCa 2 A3
-71.72022082,43.95412221,HBCa,2,A4,orange,HBCa 2 A4
-71.7205732,43.95424922,HBCa,2,B1,blue,HBCa 2 B1
-71.72048505,43.9541856,HBCa,2,B2,blue,HBCa 2 B2
-71.72066127,43.95418554,HBCa,2,C1,blue,HBCa 2 C1
-71.7203969,43.95412198,HBCa,2,C2,blue,HBCa 2 C2
-71.72057312,43.95412192,HBCa,2,C2,blue,HBCa 2 C2
-71.72048497,43.9540583,HBCa,2,C3,blue,HBCa 2 C3
-71.72074934,43.95412186,HBCa,2,D1,orange,HBCa 2 D1
-71.72066119,43.95405824,HBCa,2,D2,blue,HBCa 2 D2
-71.72030876,43.95405844,HBCa,2,D2,blue,HBCa 2 D2
-71.72057304,43.95399462,HBCa,2,D3,blue,HBCa 2 D3
-71.72039683,43.95399476,HBCa,2,D3,blue,HBCa 2 D3
-71.7204849,43.95393108,HBCa,2,D4,orange,HBCa 2 D4
-71.72004459,43.95412218,HBCa,2,E,pink,HBCa 2 E
-71.72048534,43.9544402,HBCa,2,N,pink,HBCa 2 N
-71.72048482,43.95380378,HBCa,2,S,pink,HBCa 2 S
-71.72092556,43.9541218,HBCa,2,W,pink,HBCa 2 W
-71.7385841,43.93701301,HBM,1,A1,orange,HBM 1 A1
-71.7387443,43.93715079,HBM,1,A3,orange,HBM 1 A3
-71.73839344,43.93712886,HBM,1,C1,orange,HBM 1 C1
-71.73855364,43.93726664,HBM,1,C3,orange,HBM 1 C3
-71.73854608,43.93733003,HBM,1,NA,pink,HBM 1
-71.73866426,43.93708185,HBM,1,NA,blue,NA
-71.73883214,43.93715624,HBM,1,NA,pink,HBM 1
-71.73830559,43.93712332,HBM,1,NA,pink,HBM 1
-71.73864903,43.93720871,HBM,1,NA,blue,NA
-71.73859165,43.93694963,HBM,1,NA,pink,HBM 1
-71.73856887,43.93713978,HBM,1,NA,blue,NA
-71.73847347,43.93719771,HBM,1,NA,blue,NA
-71.73848871,43.93707094,HBM,1,NA,blue,NA
-71.73795514,43.93633701,HBM,2,A1,orange,HBM 2 A1
-71.73807979,43.93649283,HBM,2,A3,orange,HBM 2 A3
-71.73773951,43.93642717,HBM,2,C1,orange,HBM 2 C1
-71.73786415,43.936583,HBM,2,C3,orange,HBM 2 C3
-71.73816489,43.93650925,HBM,2,NA,pink,HBM 2
-71.7380174,43.93641492,HBM,2,NA,blue,NA
-71.7376544,43.93641075,HBM,2,NA,pink,HBM 2
-71.73797197,43.93653792,HBM,2,NA,blue,NA
-71.73797786,43.93627551,HBM,2,NA,pink,HBM 2
-71.73790971,43.93646,HBM,2,NA,blue,NA
-71.73780189,43.93650508,HBM,2,NA,blue,NA
-71.7378472,43.93638209,HBM,2,NA,blue,NA
-71.73784155,43.9366444,HBM,2,NA,pink,HBM 2
-71.73718993,43.93632123,HBM,3,A1,orange,HBM 3 A1
-71.73739401,43.93642429,HBM,3,A3,orange,HBM 3 A3
-71.7370472,43.9364687,HBM,3,C1,orange,HBM 3 C1
-71.7372514,43.93657185,HBM,3,C3,orange,HBM 3 C3
-71.73714924,43.93652028,HBM,3,NA,blue,NA
-71.73748084,43.9364132,HBM,3,NA,pink,HBM 3
-71.73726674,43.9366345,HBM,3,NA,pink,HBM 3
-71.73711857,43.93639497,HBM,3,NA,blue,NA
-71.73722061,43.93644654,HBM,3,NA,blue,NA
-71.73732277,43.93649811,HBM,3,NA,blue,NA
-71.7369605,43.93647988,HBM,3,NA,pink,HBM 3
-71.73729197,43.9363728,HBM,3,NA,blue,NA
-71.73717447,43.93625849,HBM,3,NA,pink,HBM 3
-71.73856949,43.93746811,HBM,4,A1,orange,HBM 4 A1
-71.73872982,43.93760589,HBM,4,A3,orange,HBM 4 A3
-71.73837883,43.93758397,HBM,4,C1,orange,HBM 4 C1
-71.73853916,43.93772174,HBM,4,C3,orange,HBM 4 C3
-71.73829111,43.93757842,HBM,4,NA,pink,HBM 4
-71.73881754,43.93761144,HBM,4,NA,pink,HBM 4
-71.7385316,43.93778512,HBM,4,NA,pink,HBM 4
-71.73845899,43.93765281,HBM,4,NA,blue,NA
-71.73864966,43.93753705,HBM,4,NA,blue,NA
-71.73857717,43.93740473,HBM,4,NA,pink,HBM 4
-71.73863442,43.93766382,HBM,4,NA,blue,NA
-71.73847422,43.93752604,HBM,4,NA,blue,NA
-71.73855439,43.93759497,HBM,4,NA,blue,NA
-71.73990002,43.93719986,HBO,0,NA,pink,HBO 0
-71.73899812,43.93713255,HBO,0,NA,pink,HBO 0
-71.74005834,43.93681396,HBO,1,A1,orange,HBO 1 A1
-71.74012363,43.93707979,HBO,1,A4,orange,HBO 1 A4
-71.73969046,43.93686106,HBO,1,D1,orange,HBO 1 D1
-71.73975576,43.93712688,HBO,1,D4,orange,HBO 1 D4
-71.74015932,43.93670962,HBO,1,NA,pink,HBO 1
-71.73954608,43.93678817,HBO,1,NA,pink,HBO 1
-71.73965477,43.93723122,HBO,1,NA,pink,HBO 1
-71.74026802,43.93715268,HBO,1,NA,pink,HBO 1
-71.7400801,43.93690257,HBO,1,NA,blue,NA
-71.74010186,43.93699118,HBO,1,NA,blue,NA
-71.73993571,43.9368296,HBO,1,NA,blue,NA
-71.73995748,43.9369183,HBO,1,NA,blue,NA
-71.73997924,43.93700691,HBO,1,NA,blue,NA
-71.74000101,43.93709552,HBO,1,NA,blue,NA
-71.73981309,43.93684533,HBO,1,NA,blue,NA
-71.73983485,43.93693394,HBO,1,NA,blue,NA
-71.73985661,43.93702255,HBO,1,NA,blue,NA
-71.73987838,43.93711116,HBO,1,NA,blue,NA
-71.73971223,43.93694966,HBO,1,NA,blue,NA
-71.73973399,43.93703827,HBO,1,NA,blue,NA
-71.73940169,43.9367152,HBO,2,A1,orange,HBO 2 A1
-71.73946698,43.93698112,HBO,2,A4,orange,HBO 2 A4
-71.73903382,43.93676238,HBO,2,D1,orange,HBO 2 D1
-71.73909899,43.93702821,HBO,2,D4,orange,HBO 2 D4
-71.73961137,43.937054,HBO,2,NA,pink,HBO 2
-71.73950255,43.93661086,HBO,2,NA,pink,HBO 2
-71.73942345,43.93680381,HBO,2,NA,blue,NA
-71.73944522,43.93689251,HBO,2,NA,blue,NA
-71.73927907,43.93673093,HBO,2,NA,blue,NA
-71.73930083,43.93681954,HBO,2,NA,blue,NA
-71.73932259,43.93690814,HBO,2,NA,blue,NA
-71.73934423,43.93699676,HBO,2,NA,blue,NA
-71.73915644,43.93674665,HBO,2,NA,blue,NA
-71.73917821,43.93683526,HBO,2,NA,blue,NA
-71.73919997,43.93692387,HBO,2,NA,blue,NA
-71.73922161,43.93701248,HBO,2,NA,blue,NA
-71.73905558,43.93685099,HBO,2,NA,blue,NA
-71.73907735,43.9369396,HBO,2,NA,blue,NA
-71.73892513,43.93631924,HBO,3,A1,orange,HBO 3 A1
-71.73899029,43.93658507,HBO,3,A4,orange,HBO 3 A4
-71.73855726,43.93636632,HBO,3,D1,orange,HBO 3 D1
-71.73862243,43.93663225,HBO,3,D4,orange,HBO 3 D4
-71.73888943,43.9366894,HBO,3,NA,pink,HBO 3
-71.73902599,43.9362149,HBO,3,NA,pink,HBO 3
-71.73913468,43.93665804,HBO,3,NA,pink,HBO 3
-71.73841288,43.93629344,HBO,3,NA,pink,HBO 3
-71.73852157,43.93673658,HBO,3,NA,pink,HBO 3
-71.73894689,43.93640785,HBO,3,NA,blue,NA
-71.73896866,43.93649646,HBO,3,NA,blue,NA
-71.73880251,43.93633496,HBO,3,NA,blue,NA
-71.73882427,43.93642357,HBO,3,NA,blue,NA
-71.73884591,43.93651218,HBO,3,NA,blue,NA
-71.73886767,43.93660079,HBO,3,NA,blue,NA
-71.73867988,43.9363506,HBO,3,NA,blue,NA
-71.73870165,43.9364393,HBO,3,NA,blue,NA
-71.73872329,43.93652791,HBO,3,NA,blue,NA
-71.73874505,43.93661652,HBO,3,NA,blue,NA
-71.73857902,43.93645493,HBO,3,NA,blue,NA
-71.73860066,43.93654364,HBO,3,NA,blue,NA
-71.73951038,43.93715834,HBO,4,A1,orange,HBO 4 A1
-71.73957568,43.93742417,HBO,4,A4,blue,NA
-71.73914251,43.93720543,HBO,4,D1,orange,HBO 4 D1
-71.73918591,43.93738265,HBO,4,D3,orange,HBO 4 D3
-71.73979916,43.9373042,HBO,4,Y3,orange,HBO 4 Y3
-71.73982093,43.93739281,HBO,4,Y4,orange,HBO 4 Y4
-71.73967654,43.93731983,HBO,4,Z3,blue,NA
-71.7396983,43.93740853,HBO,4,Z4,blue,NA
-71.73996531,43.93746569,HBO,4,NA,pink,HBO 4
-71.73935207,43.93754424,HBO,4,NA,pink,HBO 4
-71.73908505,43.93748699,HBO,4,NA,pink,HBO 4
-71.73945293,43.9374399,HBO,4,NA,orange,HBO 4
-71.7393303,43.93745563,HBO,4,NA,pink,HBO 4
-71.73953215,43.93724695,HBO,4,NA,blue,NA
-71.73955391,43.93733556,HBO,4,NA,blue,NA
-71.73938776,43.93717407,HBO,4,NA,blue,NA
-71.73940952,43.93726268,HBO,4,NA,blue,NA
-71.73943129,43.93735129,HBO,4,NA,blue,NA
-71.73930854,43.93736702,HBO,4,NA,blue,NA
-71.73926513,43.9371897,HBO,4,NA,blue,NA
-71.7392869,43.9372784,HBO,4,NA,blue,NA
-71.73916427,43.93729404,HBO,4,NA,blue,NA
-71.8897077,44.0370175,JBM,1,A1,orange,JBM 1 A1
-71.88911525,44.03698117,JBM,2,A1,orange,JBM 1 A1
-71.88978771,44.0369484,JBM,1,A2,blue,NA
-71.88919514,44.03691208,JBM,2,A2,blue,NA
-71.88986759,44.0368793,JBM,1,A3,orange,JBM 1 A3
-71.88927501,44.0368429,JBM,2,A3,orange,JBM 1 A3
-71.88961192,44.03695978,JBM,1,B1,blue,NA
-71.88901947,44.03692346,JBM,2,B1,blue,NA
-71.88969192,44.03689068,JBM,1,B2,blue,NA
-71.88909935,44.03685436,JBM,2,B2,blue,NA
-71.8897718,44.03682159,JBM,1,B3,blue,NA
-71.88917923,44.03678527,JBM,2,B3,blue,NA
-71.88951614,44.03690215,JBM,1,C1,orange,JBM 1 C1
-71.88892357,44.03686583,JBM,2,C1,orange,JBM 1 C1
-71.88959614,44.03683306,JBM,1,C2,blue,NA
-71.88900357,44.03679674,JBM,2,C2,blue,NA
-71.88967603,44.03676396,JBM,1,C3,orange,JBM 1 C3
-71.88908346,44.03672764,JBM,2,C3,orange,JBM 1 C3
-71.88943645,44.03690597,JBM,1,NE,pink,JBM 1 NE
-71.88884388,44.03686965,JBM,1,NE,pink,JBM 1 NE
-71.88971565,44.03708086,JBM,1,NW,pink,JBM 1 NW
-71.88912308,44.03704454,JBM,1,NW,pink,JBM 1 NW
-71.88966808,44.0367006,JBM,1,SE,pink,JBM 1 SE
-71.88907563,44.03666419,JBM,1,SE,pink,JBM 1 SE
-71.88995542,44.03687357,JBM,1,SW,pink,JBM 1 SW
-71.88936297,44.03683725,JBM,1,SW,pink,JBM 1 SW
-71.88913275,44.03733581,JBM,3,A1,orange,JBM 3 A1
-71.88917506,44.0372511,JBM,3,A2,blue,NA
-71.88921737,44.03716648,JBM,3,A3,orange,JBM 3 A3
-71.88901532,44.0373052,JBM,3,B1,blue,NA
-71.88905763,44.03722058,JBM,3,B2,blue,NA
-71.88910006,44.03713587,JBM,3,B3,blue,NA
-71.88889802,44.03727468,JBM,3,C1,orange,JBM 3 C1
-71.88894033,44.03719006,JBM,3,C2,blue,NA
-71.88898264,44.03710535,JBM,3,C3,orange,JBM 3 C3
-71.88881809,44.03730173,JBM,3,NE,pink,JBM 3 NE
-71.88917024,44.03739338,JBM,3,NW,pink,JBM 3 NW
-71.88894514,44.03704778,JBM,3,SE,pink,JBM 3 SE
-71.8892973,44.03713943,JBM,3,SW,pink,JBM 3 SW
-71.88942836,44.03769412,JBM,4,A1,orange,JBM 4 A1
-71.88949965,44.0376203,JBM,4,A2,blue,NA
-71.88957094,44.03754647,JBM,4,A3,orange,JBM 4 A3
-71.88932602,44.0376427,JBM,4,B1,blue,NA
-71.88939731,44.03756887,JBM,4,B2,blue,NA
-71.8894686,44.03749504,JBM,4,B3,blue,NA
-71.88922355,44.03759127,JBM,4,C1,orange,JBM 4 C1
-71.88929484,44.03751744,JBM,4,C2,blue,NA
-71.88936613,44.03744361,JBM,4,C3,orange,JBM 4 C3
-71.88913674,44.03760256,JBM,4,NE,pink,JBM 4 NE
-71.88944388,44.03775675,JBM,4,NW,pink,JBM 4 NW
-71.8893506,44.0373809,JBM,4,SE,pink,JBM 4 SE
-71.88965775,44.03753518,JBM,4,SW,pink,JBM 4 SW
-71.88976101,44.0373001,JBM,5,A1,orange,JBM 5 A1
-71.88976075,44.03721008,JBM,5,A2,blue,NA
-71.88976036,44.03712006,JBM,5,A3,orange,JBM 5 A3
-71.88963622,44.03730029,JBM,5,B1,blue,NA
-71.88963596,44.03721036,JBM,5,B2,blue,NA
-71.88963558,44.03712034,JBM,5,B3,blue,NA
-71.88951155,44.03730057,JBM,5,C1,orange,JBM 5 C1
-71.88951117,44.03721055,JBM,5,C2,blue,NA
-71.88951078,44.03712052,JBM,5,C3,orange,JBM 5 C3
-71.88945348,44.03734084,JBM,5,NE,pink,JBM 5 NE
-71.88981925,44.03734031,JBM,5,NW,pink,JBM 5 NW
-71.88945267,44.03708031,JBM,5,SE,pink,JBM 5 SE
-71.88981818,44.03707979,JBM,5,SW,pink,JBM 5 SW
-71.89022514,44.03617387,JBO,1,A1,orange,JBO 1 A1
-71.89024641,44.03608519,JBO,1,A2,blue,NA
-71.89026781,44.03599651,JBO,1,A3,blue,NA
-71.89028908,44.03590783,JBO,1,A4,orange,JBO 1 A4
-71.89010222,44.03615852,JBO,1,B1,blue,NA
-71.89012349,44.03606984,JBO,1,B2,blue,NA
-71.89014488,44.03598116,JBO,1,B3,blue,NA
-71.89016615,44.03589248,JBO,1,B4,blue,NA
-71.88997929,44.03614309,JBO,1,C1,blue,NA
-71.89000056,44.03605441,JBO,1,C2,blue,NA
-71.89002195,44.03596573,JBO,1,C3,blue,NA
-71.89004322,44.03587705,JBO,1,C4,blue,NA
-71.88985637,44.03612774,JBO,1,D1,orange,JBO 1 D1
-71.88987764,44.03603906,JBO,1,D2,blue,NA
-71.88989903,44.03595038,JBO,1,D3,blue,NA
-71.8899203,44.0358617,JBO,1,D4,orange,JBO 1 D4
-71.88971204,44.03620099,JBO,1,NE,pink,JBO 1 NE
-71.88981877,44.03575759,JBO,1,NW,pink,JBO 1 NW
-71.89032668,44.03627798,JBO,1,SE,pink,JBO 1 SE
-71.8904334,44.03583458,JBO,1,SW,pink,JBO 1 SW
