"TOA5","Water_table_WS3upper","CR1000","73373","CR1000.Std.32.05","CPU:WS3_upper_2020-12-07.CR1","28400","WS_3Up_wells"
"TIMESTAMP","RECORD","Batt_Volt","ptemp_Max","WS3_N1_psi","WS3_N1_rawdepth","WS3_N1_depth_corr","WS3_N1_corr_depth","WS3_N1_welltemp","WS3_N2_psi","WS3_N2_rawdepth","WS3_N2_depth_corr","WS3_N2_corr_depth","WS3_N2_welltemp","WS3_42_4_d2_psi","WS3_42_4_d2_rawdepth","WS3_42_4_d2_depth_corr","WS3_42_4_d2_corr_depth","WS3_42_4_d2_welltemp"
"TS","RN","Volts","Deg_C","PSI","cm","","cm","Deg_C","PSI","cm","","cm","Deg_C","PSI","cm","","cm","Deg_C"
"","","Smp","Max","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-12-14 08:35:00",0,13.32,0,0.231,16.27,1,15.27,4.568,1.538,108.1,1,107.1,6.494,8.97,630.4,1,629.4,7.55
"2020-12-14 08:40:00",1,13.32,-3.579,0.231,16.27,1,15.27,4.569,1.541,108.3,1,107.3,6.495,8.97,630.4,1,629.4,7.551
"2020-12-14 08:45:00",2,13.33,-3.513,0.231,16.21,1,15.21,4.569,1.541,108.3,1,107.3,6.495,8.97,630.4,1,629.4,7.552
"2020-12-14 08:50:00",3,13.33,-3.428,0.23,16.17,1,15.17,4.569,1.541,108.3,1,107.3,6.495,8.97,630.4,1,629.4,7.552
"2020-12-14 08:55:00",4,13.34,-3.364,0.229,16.11,1,15.11,4.569,1.542,108.4,1,107.4,6.495,8.96,630.3,1,629.3,7.553
"2020-12-14 09:00:00",5,13.34,-3.278,0.229,16.08,1,15.08,4.569,1.543,108.5,1,107.5,6.494,8.96,630.3,1,629.3,7.553
"2020-12-14 09:05:00",6,13.36,-3.17,0.228,16.01,1,15.01,4.568,1.543,108.5,1,107.5,6.494,8.96,630.3,1,629.3,7.553
"2020-12-14 09:10:00",7,13.36,-3.084,0.227,15.95,1,14.95,4.568,1.544,108.6,1,107.6,6.493,8.96,630.2,1,629.2,7.553
"2020-12-14 09:15:00",8,13.37,-2.998,0.226,15.89,1,14.89,4.568,1.546,108.7,1,107.7,6.493,8.96,630.3,1,629.3,7.553
"2020-12-14 09:20:00",9,13.38,-2.912,0.225,15.81,1,14.81,4.568,1.547,108.8,1,107.8,6.493,8.96,630.2,1,629.2,7.554
"2020-12-14 09:25:00",10,13.39,-2.827,0.225,15.8,1,14.8,4.568,1.549,108.9,1,107.9,6.492,8.96,630.2,1,629.2,7.554
"2020-12-14 09:30:00",11,13.41,-2.741,0.223,15.71,1,14.71,4.567,1.55,108.9,1,107.9,6.492,8.96,630.2,1,629.2,7.554
"2020-12-14 09:35:00",12,13.42,-2.655,0.223,15.7,1,14.7,4.567,1.552,109.1,1,108.1,6.492,8.96,630.3,1,629.3,7.554
"2020-12-14 09:40:00",13,13.44,-2.569,0.223,15.68,1,14.68,4.567,1.554,109.3,1,108.3,6.492,8.96,630.3,1,629.3,7.554
"2020-12-14 09:45:00",14,13.45,-2.463,0.223,15.65,1,14.65,4.567,1.554,109.3,1,108.3,6.492,8.97,630.3,1,629.3,7.554
"2020-12-14 09:50:00",15,13.47,-2.334,0.222,15.61,1,14.61,4.567,1.556,109.4,1,108.4,6.492,8.96,630.3,1,629.3,7.554
"2020-12-14 09:55:00",16,13.48,-2.228,0.222,15.58,1,14.58,4.566,1.557,109.5,1,108.5,6.492,8.97,630.3,1,629.3,7.554
"2020-12-14 10:00:00",17,13.51,-2.099,0.221,15.53,1,14.53,4.566,1.56,109.7,1,108.7,6.492,8.97,630.4,1,629.4,7.554
"2020-12-14 10:05:00",18,13.55,-1.97,0.221,15.51,1,14.51,4.566,1.562,109.8,1,108.8,6.492,8.97,630.4,1,629.4,7.554
"2020-12-14 10:10:00",19,13.59,-1.821,0.22,15.5,1,14.5,4.566,1.564,110,1,109,6.492,8.97,630.4,1,629.4,7.554
"2020-12-14 10:15:00",20,13.64,-1.652,0.22,15.45,1,14.45,4.566,1.565,110.1,1,109.1,6.492,8.97,630.5,1,629.5,7.554
"2020-12-14 10:20:00",21,13.73,-1.48,0.22,15.45,1,14.45,4.566,1.566,110.1,1,109.1,6.492,8.97,630.7,1,629.7,7.554
"2020-12-14 10:25:00",22,14.04,-1.311,0.219,15.38,1,14.38,4.566,1.567,110.2,1,109.2,6.492,8.97,630.6,1,629.6,7.554
"2020-12-14 10:30:00",23,14.6,0,0.218,15.34,1,14.34,4.565,1.567,110.2,1,109.2,6.492,8.97,630.7,1,629.7,7.555
"2020-12-14 10:35:00",24,14.89,-0.841,0.219,15.36,1,14.36,4.565,1.569,110.3,1,109.3,6.492,8.97,630.8,1,629.8,7.556
"2020-12-14 10:40:00",25,14.78,-0.649,0.218,15.31,1,14.31,4.565,1.567,110.2,1,109.2,6.492,8.97,630.8,1,629.8,7.556
"2020-12-14 10:45:00",26,14.86,-0.5,0.217,15.24,1,14.24,4.564,1.569,110.3,1,109.3,6.492,8.97,630.9,1,629.9,7.556
"2020-12-14 10:50:00",27,14.83,-0.373,0.216,15.21,1,14.21,4.564,1.569,110.3,1,109.3,6.492,8.97,630.9,1,629.9,7.556
"2020-12-14 10:55:00",28,14.85,-0.267,0.216,15.17,1,14.17,4.564,1.571,110.5,1,109.5,6.492,8.97,631,1,630,7.556
"2020-12-14 11:00:00",29,14.87,-0.158,0.215,15.1,1,14.1,4.563,1.571,110.5,1,109.5,6.491,8.97,631,1,630,7.556
"2020-12-14 11:05:00",30,14.85,-0.012,0.214,15.05,1,14.05,4.563,1.571,110.4,1,109.4,6.491,8.98,631.1,1,630.1,7.556
"2020-12-14 11:10:00",31,14.81,0.138,0.214,15.02,1,14.02,4.563,1.571,110.4,1,109.4,6.491,8.98,631,1,630,7.556
"2020-12-14 11:15:00",32,14.87,0.266,0.213,15,1,14,4.562,1.572,110.5,1,109.5,6.491,8.98,631.1,1,630.1,7.556
"2020-12-14 11:20:00",33,14.85,0.393,0.212,14.92,1,13.92,4.562,1.573,110.6,1,109.6,6.491,8.98,631.1,1,630.1,7.556
"2020-12-14 11:25:00",34,14.84,0.501,0.212,14.88,1,13.88,4.561,1.571,110.5,1,109.5,6.491,8.98,631.1,1,630.1,7.556
"2020-12-14 11:30:00",35,14.82,0.628,0.21,14.76,1,13.76,4.561,1.571,110.5,1,109.5,6.491,8.98,631.2,1,630.2,7.556
"2020-12-14 11:35:00",36,14.78,0.714,0.21,14.77,1,13.77,4.561,1.572,110.5,1,109.5,6.49,8.98,631.2,1,630.2,7.556
"2020-12-14 11:40:00",37,14.86,0.777,0.209,14.72,1,13.72,4.561,1.572,110.5,1,109.5,6.49,8.98,631.2,1,630.2,7.556
"2020-12-14 11:45:00",38,14.81,0.82,0.209,14.69,1,13.69,4.56,1.572,110.5,1,109.5,6.49,8.98,631.2,1,630.2,7.556
"2020-12-14 11:50:00",39,14.8,0.82,0.209,14.66,1,13.66,4.56,1.572,110.6,1,109.6,6.489,8.98,631.2,1,630.2,7.556
"2020-12-14 11:55:00",40,14.83,0.82,0.208,14.63,1,13.63,4.559,1.574,110.7,1,109.7,6.49,8.98,631.3,1,630.3,7.556
"2020-12-14 12:00:00",41,14.81,0.797,0.207,14.54,1,13.54,4.559,1.574,110.7,1,109.7,6.489,8.98,631.3,1,630.3,7.556
"2020-12-14 12:05:00",42,14.79,0.757,0.207,14.52,1,13.52,4.559,1.576,110.8,1,109.8,6.489,8.98,631.3,1,630.3,7.556
"2020-12-14 12:10:00",43,14.84,0.671,0.206,14.46,1,13.46,4.558,1.58,111.1,1,110.1,6.489,8.98,631.3,1,630.3,7.556
"2020-12-14 12:15:00",44,14.87,0.608,0.205,14.4,1,13.4,4.558,1.578,110.9,1,109.9,6.489,8.98,631.4,1,630.4,7.556
"2020-12-14 12:20:00",45,14.81,0.542,0.205,14.4,1,13.4,4.558,1.576,110.8,1,109.8,6.489,8.98,631.3,1,630.3,7.556
"2020-12-14 12:25:00",46,14.87,0.479,0.203,14.28,1,13.28,4.558,1.576,110.8,1,109.8,6.489,8.98,631.3,1,630.3,7.556
"2020-12-14 12:30:00",47,14.88,0.415,0.203,14.26,1,13.26,4.557,1.576,110.8,1,109.8,6.488,8.98,631.4,1,630.4,7.556
"2020-12-14 12:35:00",48,14.69,0.352,0.202,14.18,1,13.18,4.557,1.574,110.6,1,109.6,6.488,8.98,631.4,1,630.4,7.556
"2020-12-14 12:40:00",49,14.52,0.287,0.201,14.11,1,13.11,4.556,1.574,110.7,1,109.7,6.487,8.98,631.3,1,630.3,7.556
"2020-12-14 12:45:00",50,14.44,0.223,0.2,14.04,1,13.04,4.556,1.574,110.7,1,109.7,6.487,8.98,631.3,1,630.3,7.556
"2020-12-14 12:50:00",51,14.38,0.181,0.199,13.98,1,12.98,4.555,1.574,110.7,1,109.7,6.486,8.98,631.3,1,630.3,7.556
"2020-12-14 12:55:00",52,14.31,0.138,0.198,13.92,1,12.92,4.555,1.573,110.6,1,109.6,6.486,8.98,631.3,1,630.3,7.556
"2020-12-14 13:00:00",53,14.26,0.074,0.197,13.83,1,12.83,4.554,1.574,110.6,1,109.6,6.486,8.98,631.2,1,630.2,7.555
"2020-12-14 13:05:00",54,14.16,0.031,0.196,13.81,1,12.81,4.554,1.574,110.7,1,109.7,6.485,8.98,631.3,1,630.3,7.555
"2020-12-14 13:10:00",55,14.19,-0.012,0.196,13.75,1,12.75,4.553,1.575,110.8,1,109.8,6.485,8.98,631.3,1,630.3,7.556
"2020-12-14 13:15:00",56,14.2,-0.052,0.195,13.69,1,12.69,4.553,1.575,110.8,1,109.8,6.485,8.98,631.2,1,630.2,7.555
"2020-12-14 13:20:00",57,14.2,-0.118,0.194,13.64,1,12.64,4.553,1.576,110.8,1,109.8,6.485,8.98,631.2,1,630.2,7.555
"2020-12-14 13:25:00",58,14.21,-0.181,0.193,13.56,1,12.56,4.553,1.578,110.9,1,109.9,6.485,8.98,631.2,1,630.2,7.555
"2020-12-14 13:30:00",59,14.21,-0.224,0.192,13.52,1,12.52,4.552,1.579,111,1,110,6.484,8.98,631.1,1,630.1,7.555
"2020-12-14 13:35:00",60,14.22,-0.267,0.192,13.49,1,12.49,4.552,1.58,111.1,1,110.1,6.484,8.98,631.2,1,630.2,7.555
"2020-12-14 13:40:00",61,14.22,-0.307,0.191,13.43,1,12.43,4.552,1.582,111.2,1,110.2,6.484,8.98,631.2,1,630.2,7.555
"2020-12-14 13:45:00",62,14.24,-0.35,0.191,13.44,1,12.44,4.552,1.584,111.4,1,110.4,6.484,8.98,631.2,1,630.2,7.555
"2020-12-14 13:50:00",63,14.23,-0.373,0.19,13.36,1,12.36,4.552,1.585,111.5,1,110.5,6.484,8.98,631.3,1,630.3,7.555
"2020-12-14 13:55:00",64,14.28,-0.393,0.189,13.29,1,12.29,4.551,1.583,111.3,1,110.3,6.484,8.98,631.3,1,630.3,7.555
"2020-12-14 14:00:00",65,14.26,-0.416,0.188,13.25,1,12.25,4.551,1.582,111.2,1,110.2,6.484,8.98,631.3,1,630.3,7.555
"2020-12-14 14:05:00",66,14.24,-0.436,0.188,13.19,1,12.19,4.55,1.581,111.2,1,110.2,6.484,8.98,631.3,1,630.3,7.555
"2020-12-14 14:10:00",67,14.2,-0.457,0.186,13.09,1,12.09,4.55,1.58,111.1,1,110.1,6.483,8.98,631.3,1,630.3,7.555
"2020-12-14 14:15:00",68,14.18,-0.5,0.186,13.07,1,12.07,4.549,1.579,111,1,110,6.483,8.98,631.3,1,630.3,7.555
"2020-12-14 14:20:00",69,14.15,-0.542,0.185,13.02,1,12.02,4.549,1.581,111.2,1,110.2,6.482,8.98,631.2,1,630.2,7.555
"2020-12-14 14:25:00",70,14.14,-0.606,0.184,12.93,1,11.93,4.548,1.581,111.1,1,110.1,6.482,8.98,631.2,1,630.2,7.555
"2020-12-14 14:30:00",71,14.13,-0.671,0.183,12.87,1,11.87,4.548,1.58,111.1,1,110.1,6.482,8.98,631.2,1,630.2,7.555
"2020-12-14 14:35:00",72,14.04,-0.734,0.182,12.83,1,11.83,4.548,1.581,111.1,1,110.1,6.482,8.98,631.2,1,630.2,7.555
"2020-12-14 14:40:00",73,14.05,-0.798,0.181,12.74,1,11.74,4.547,1.58,111.1,1,110.1,6.482,8.98,631.1,1,630.1,7.555
"2020-12-14 14:45:00",74,14.02,-0.861,0.18,12.69,1,11.69,4.547,1.58,111.1,1,110.1,6.481,8.98,631.2,1,630.2,7.555
"2020-12-14 14:50:00",75,13.99,-0.927,0.179,12.6,1,11.6,4.546,1.579,111,1,110,6.481,8.98,631.1,1,630.1,7.555
"2020-12-14 14:55:00",76,13.97,-1.01,0.179,12.55,1,11.55,4.546,1.579,111,1,110,6.481,8.98,631.1,1,630.1,7.555
"2020-12-14 15:00:00",77,13.94,-1.076,0.179,12.57,1,11.57,4.546,1.581,111.1,1,110.1,6.481,8.98,631.1,1,630.1,7.555
"2020-12-14 15:05:00",78,13.91,-1.139,0.178,12.5,1,11.5,4.545,1.581,111.2,1,110.2,6.48,8.98,631.1,1,630.1,7.555
"2020-12-14 15:10:00",79,13.88,-1.182,0.177,12.42,1,11.42,4.545,1.583,111.3,1,110.3,6.48,8.98,631.1,1,630.1,7.555
"2020-12-14 15:15:00",80,13.86,-1.225,0.176,12.34,1,11.34,4.545,1.584,111.3,1,110.3,6.48,8.98,631,1,630,7.555
"2020-12-14 15:20:00",81,13.81,-1.288,0.175,12.32,1,11.32,4.545,1.585,111.4,1,110.4,6.48,8.98,631,1,630,7.555
"2020-12-14 15:25:00",82,13.81,-1.331,0.174,12.26,1,11.26,4.544,1.585,111.4,1,110.4,6.48,8.98,631.1,1,630.1,7.555
"2020-12-14 15:30:00",83,13.8,-1.394,0.173,12.16,1,11.16,4.544,1.584,111.4,1,110.4,6.48,8.98,631,1,630,7.554
"2020-12-14 15:35:00",84,13.77,-1.437,0.172,12.07,1,11.07,4.544,1.583,111.3,1,110.3,6.479,8.98,631,1,630,7.554
"2020-12-14 15:40:00",85,13.75,-1.48,0.171,12.02,1,11.02,4.544,1.583,111.3,1,110.3,6.479,8.98,631.1,1,630.1,7.554
"2020-12-14 15:45:00",86,13.72,-1.523,0.17,11.96,1,10.96,4.543,1.581,111.2,1,110.2,6.479,8.98,631,1,630,7.555
"2020-12-14 15:50:00",87,13.71,-1.566,0.169,11.89,1,10.89,4.543,1.581,111.2,1,110.2,6.479,8.98,631,1,630,7.555
"2020-12-14 15:55:00",88,13.68,-1.609,0.168,11.82,1,10.82,4.543,1.58,111.1,1,110.1,6.478,8.98,631,1,630,7.555
"2020-12-14 16:00:00",89,13.66,-1.652,0.167,11.75,1,10.75,4.542,1.579,111,1,110,6.478,8.97,631,1,630,7.555
"2020-12-14 16:05:00",90,13.59,-1.715,0.166,11.68,1,10.68,4.542,1.579,111,1,110,6.478,8.98,631,1,630,7.554
"2020-12-14 16:10:00",91,13.62,-1.735,0.165,11.61,1,10.61,4.542,1.58,111.1,1,110.1,6.477,8.97,630.9,1,629.9,7.554
"2020-12-14 16:15:00",92,13.61,-1.801,0.165,11.58,1,10.58,4.541,1.58,111.1,1,110.1,6.477,8.97,630.9,1,629.9,7.555
"2020-12-14 16:20:00",93,13.6,-1.844,0.164,11.5,1,10.5,4.541,1.577,110.9,1,109.9,6.477,8.97,630.9,1,629.9,7.555
"2020-12-14 16:25:00",94,13.58,-1.887,0.162,11.4,1,10.4,4.541,1.577,110.9,1,109.9,6.477,8.97,630.9,1,629.9,7.554
"2020-12-14 16:30:00",95,13.56,-1.927,0.161,11.3,1,10.3,4.54,1.576,110.8,1,109.8,6.476,8.97,630.8,1,629.8,7.554
"2020-12-14 16:35:00",96,13.55,-1.993,0.16,11.23,1,10.23,4.54,1.576,110.8,1,109.8,6.476,8.97,630.8,1,629.8,7.554
"2020-12-14 16:40:00",97,13.54,-2.036,0.159,11.17,1,10.17,4.54,1.576,110.8,1,109.8,6.476,8.97,630.8,1,629.8,7.554
"2020-12-14 16:45:00",98,13.53,-2.079,0.158,11.09,1,10.09,4.539,1.576,110.8,1,109.8,6.475,8.97,630.7,1,629.7,7.554
"2020-12-14 16:50:00",99,13.51,-2.122,0.157,11.02,1,10.02,4.539,1.578,110.9,1,109.9,6.475,8.97,630.6,1,629.6,7.554
"2020-12-14 16:55:00",100,13.5,-2.162,0.156,10.95,1,9.95,4.539,1.578,111,1,110,6.475,8.97,630.6,1,629.6,7.554
"2020-12-14 17:00:00",101,13.49,-2.205,0.155,10.9,1,9.9,4.539,1.579,111,1,110,6.475,8.97,630.6,1,629.6,7.554
"2020-12-14 17:05:00",102,13.49,-2.248,0.154,10.83,1,9.83,4.539,1.58,111.1,1,110.1,6.475,8.97,630.6,1,629.6,7.554
"2020-12-14 17:10:00",103,13.48,-2.314,0.153,10.76,1,9.76,4.538,1.579,111,1,110,6.474,8.97,630.6,1,629.6,7.554
"2020-12-14 17:15:00",104,13.46,-2.334,0.152,10.7,1,9.7,4.538,1.579,111,1,110,6.474,8.97,630.5,1,629.5,7.554
"2020-12-14 17:20:00",105,13.46,-2.377,0.152,10.66,1,9.66,4.538,1.578,111,1,110,6.474,8.97,630.5,1,629.5,7.554
"2020-12-14 17:25:00",106,13.45,-2.42,0.151,10.6,1,9.6,4.538,1.579,111,1,110,6.474,8.97,630.5,1,629.5,7.554
"2020-12-14 17:30:00",107,13.44,-2.463,0.149,10.48,1,9.48,4.538,1.58,111.1,1,110.1,6.473,8.97,630.5,1,629.5,7.554
"2020-12-14 17:35:00",108,13.43,-2.506,0.148,10.44,1,9.44,4.538,1.581,111.1,1,110.1,6.473,8.97,630.5,1,629.5,7.554
"2020-12-14 17:40:00",109,13.43,-2.526,0.148,10.39,1,9.39,4.538,1.582,111.2,1,110.2,6.473,8.97,630.5,1,629.5,7.554
"2020-12-14 17:45:00",110,13.36,-2.569,0.147,10.31,1,9.31,4.538,1.581,111.1,1,110.1,6.473,8.97,630.5,1,629.5,7.554
"2020-12-14 17:50:00",111,13.42,-2.592,0.146,10.25,1,9.25,4.538,1.58,111.1,1,110.1,6.473,8.97,630.5,1,629.5,7.554
"2020-12-14 17:55:00",112,13.41,-2.635,0.145,10.16,1,9.16,4.537,1.579,111,1,110,6.473,8.97,630.5,1,629.5,7.554
"2020-12-14 18:00:00",113,13.4,-2.655,0.143,10.08,1,9.08,4.537,1.579,111,1,110,6.472,8.97,630.5,1,629.5,7.554
"2020-12-14 18:05:00",114,13.4,-2.677,0.142,10.01,1,9.01,4.537,1.579,111,1,110,6.472,8.97,630.4,1,629.4,7.554
"2020-12-14 18:10:00",115,13.4,-2.698,0.142,9.95,1,8.95,4.537,1.579,111,1,110,6.472,8.97,630.4,1,629.4,7.554
"2020-12-14 18:15:00",116,13.39,-2.741,0.14,9.88,1,8.88,4.537,1.578,110.9,1,109.9,6.472,8.97,630.4,1,629.4,7.554
"2020-12-14 18:20:00",117,13.39,-2.763,0.139,9.8,1,8.8,4.537,1.578,111,1,110,6.472,8.97,630.4,1,629.4,7.554
"2020-12-14 18:25:00",118,13.39,-2.784,0.139,9.78,1,8.78,4.537,1.578,111,1,110,6.472,8.97,630.4,1,629.4,7.554
"2020-12-14 18:30:00",119,13.32,-2.806,0.139,9.75,1,8.75,4.537,1.581,111.1,1,110.1,6.471,8.97,630.4,1,629.4,7.554
"2020-12-14 18:35:00",120,13.38,-2.827,0.138,9.72,1,8.72,4.537,1.583,111.3,1,110.3,6.471,8.97,630.4,1,629.4,7.554
"2020-12-14 18:40:00",121,13.38,-2.869,0.137,9.65,1,8.65,4.537,1.583,111.3,1,110.3,6.471,8.97,630.4,1,629.4,7.554
"2020-12-14 18:45:00",122,13.37,-2.912,0.137,9.6,1,8.6,4.537,1.583,111.3,1,110.3,6.471,8.97,630.4,1,629.4,7.554
"2020-12-14 18:50:00",123,13.37,-2.998,0.136,9.54,1,8.54,4.536,1.582,111.2,1,110.2,6.471,8.97,630.4,1,629.4,7.554
"2020-12-14 18:55:00",124,13.36,-3.107,0.135,9.51,1,8.51,4.536,1.582,111.2,1,110.2,6.471,8.97,630.5,1,629.5,7.554
"2020-12-14 19:00:00",125,13.36,-3.213,0.134,9.42,1,8.42,4.536,1.581,111.2,1,110.2,6.471,8.97,630.5,1,629.5,7.554
"2020-12-14 19:05:00",126,13.36,-3.342,0.133,9.36,1,8.36,4.536,1.581,111.1,1,110.1,6.471,8.97,630.4,1,629.4,7.554
"2020-12-14 19:10:00",127,13.36,-3.45,0.133,9.32,1,8.32,4.536,1.58,111.1,1,110.1,6.47,8.97,630.4,1,629.4,7.554
"2020-12-14 19:15:00",128,13.36,-3.579,0.131,9.22,1,8.22,4.535,1.58,111.1,1,110.1,6.47,8.97,630.4,1,629.4,7.554
"2020-12-14 19:20:00",129,13.35,-3.665,0.13,9.14,1,8.14,4.535,1.578,111,1,110,6.47,8.97,630.4,1,629.4,7.554
"2020-12-14 19:25:00",130,13.35,-3.751,0.129,9.07,1,8.07,4.535,1.578,111,1,110,6.47,8.97,630.4,1,629.4,7.554
"2020-12-14 19:30:00",131,13.35,-3.816,0.128,9.01,1,8.01,4.535,1.578,110.9,1,109.9,6.469,8.97,630.4,1,629.4,7.554
"2020-12-14 19:35:00",132,13.35,-3.859,0.127,8.95,1,7.953,4.535,1.576,110.8,1,109.8,6.469,8.97,630.4,1,629.4,7.554
"2020-12-14 19:40:00",133,13.35,-3.879,0.126,8.86,1,7.858,4.534,1.576,110.8,1,109.8,6.469,8.97,630.4,1,629.4,7.554
"2020-12-14 19:45:00",134,13.35,-3.879,0.125,8.78,1,7.784,4.534,1.576,110.8,1,109.8,6.469,8.97,630.4,1,629.4,7.554
"2020-12-14 19:50:00",135,13.34,-3.902,0.125,8.81,1,7.81,4.534,1.576,110.8,1,109.8,6.468,8.97,630.3,1,629.3,7.554
"2020-12-14 19:55:00",136,13.34,-3.902,0.128,9,1,7.997,4.535,1.576,110.8,1,109.8,6.469,8.97,630.3,1,629.3,7.554
"2020-12-14 20:00:00",137,13.34,-3.902,0.126,8.87,1,7.872,4.535,1.576,110.8,1,109.8,6.468,8.96,630.3,1,629.3,7.554
"2020-12-14 20:05:00",138,13.34,-3.902,0.124,8.7,1,7.697,4.534,1.575,110.7,1,109.7,6.468,8.96,630.3,1,629.3,7.554
"2020-12-14 20:10:00",139,13.34,-3.902,0.123,8.66,1,7.663,4.533,1.576,110.8,1,109.8,6.468,8.96,630.2,1,629.2,7.554
"2020-12-14 20:15:00",140,13.34,-3.879,0.122,8.57,1,7.569,4.533,1.575,110.8,1,109.8,6.468,8.96,630.2,1,629.2,7.554
"2020-12-14 20:20:00",141,13.34,-3.879,0.121,8.5,1,7.505,4.532,1.577,110.9,1,109.9,6.468,8.96,630.2,1,629.2,7.554
"2020-12-14 20:25:00",142,13.34,-3.902,0.119,8.4,1,7.398,4.532,1.576,110.8,1,109.8,6.467,8.96,630.2,1,629.2,7.554
"2020-12-14 20:30:00",143,13.34,-3.922,0.119,8.35,1,7.35,4.532,1.576,110.8,1,109.8,6.467,8.96,630.1,1,629.1,7.554
"2020-12-14 20:35:00",144,13.33,-3.965,0.118,8.29,1,7.293,4.532,1.577,110.9,1,109.9,6.467,8.96,630.2,1,629.2,7.554
"2020-12-14 20:40:00",145,13.33,-4.031,0.117,8.21,1,7.208,4.532,1.578,110.9,1,109.9,6.467,8.96,630.2,1,629.2,7.554
"2020-12-14 20:45:00",146,13.33,-4.074,0.116,8.13,1,7.132,4.532,1.576,110.8,1,109.8,6.467,8.96,630.2,1,629.2,7.553
"2020-12-14 20:50:00",147,13.33,-4.16,0.114,8.04,1,7.037,4.532,1.575,110.7,1,109.7,6.467,8.96,630.2,1,629.2,7.554
"2020-12-14 20:55:00",148,13.27,-4.182,0.113,7.956,1,6.956,4.532,1.573,110.6,1,109.6,6.467,8.96,630.2,1,629.2,7.554
"2020-12-14 21:00:00",149,13.33,-4.225,0.111,7.822,1,6.822,4.532,1.572,110.5,1,109.5,6.466,8.96,630.2,1,629.2,7.554
"2020-12-14 21:05:00",150,13.33,-4.245,0.111,7.807,1,6.807,4.532,1.572,110.5,1,109.5,6.466,8.96,630.2,1,629.2,7.554
"2020-12-14 21:10:00",151,13.33,-4.311,0.111,7.779,1,6.779,4.533,1.57,110.4,1,109.4,6.465,8.96,630.2,1,629.2,7.554
"2020-12-14 21:15:00",152,13.33,-4.354,0.109,7.678,1,6.678,4.532,1.571,110.4,1,109.4,6.465,8.96,630.2,1,629.2,7.553
"2020-12-14 21:20:00",153,13.32,-4.397,0.107,7.511,1,6.511,4.532,1.57,110.4,1,109.4,6.465,8.96,630.2,1,629.2,7.554
"2020-12-14 21:25:00",154,13.32,-4.397,0.106,7.465,1,6.465,4.532,1.571,110.4,1,109.4,6.465,8.96,630.2,1,629.2,7.554
"2020-12-14 21:30:00",155,13.31,-4.354,0.105,7.371,1,6.371,4.532,1.571,110.5,1,109.5,6.465,8.96,630.2,1,629.2,7.554
"2020-12-14 21:35:00",156,13.33,-4.333,0.104,7.287,1,6.287,4.532,1.57,110.4,1,109.4,6.465,8.96,630.2,1,629.2,7.554
"2020-12-14 21:40:00",157,13.27,-4.291,0.102,7.191,1,6.191,4.532,1.57,110.4,1,109.4,6.465,8.96,630.2,1,629.2,7.554
"2020-12-14 21:45:00",158,13.32,-4.225,0.101,7.072,1,6.072,4.532,1.571,110.4,1,109.4,6.464,8.96,630.1,1,629.1,7.554
"2020-12-14 21:50:00",159,13.32,-4.182,0.101,7.078,1,6.078,4.532,1.571,110.5,1,109.5,6.464,8.96,630.2,1,629.2,7.554
"2020-12-14 21:55:00",160,13.32,-4.139,0.099,6.972,1,5.972,4.533,1.571,110.5,1,109.5,6.464,8.96,630.1,1,629.1,7.553
"2020-12-14 22:00:00",161,13.31,-4.139,0.099,6.968,1,5.968,4.533,1.571,110.5,1,109.5,6.464,8.96,630.2,1,629.2,7.554
"2020-12-14 22:05:00",162,13.32,-4.117,0.099,6.963,1,5.963,4.533,1.572,110.5,1,109.5,6.464,8.96,630.1,1,629.1,7.553
"2020-12-14 22:10:00",163,13.31,-4.096,0.098,6.865,1,5.865,4.533,1.57,110.4,1,109.4,6.464,8.96,630.1,1,629.1,7.553
"2020-12-14 22:15:00",164,13.31,-4.074,0.097,6.821,1,5.821,4.533,1.571,110.5,1,109.5,6.464,8.96,630.1,1,629.1,7.554
"2020-12-14 22:20:00",165,13.32,-4.074,0.097,6.815,1,5.815,4.533,1.573,110.6,1,109.6,6.463,8.96,630.2,1,629.2,7.553
"2020-12-14 22:25:00",166,13.31,-4.051,0.095,6.685,1,5.685,4.533,1.57,110.4,1,109.4,6.463,8.96,630.2,1,629.2,7.554
"2020-12-14 22:30:00",167,13.31,-4.051,0.094,6.637,1,5.637,4.533,1.568,110.2,1,109.2,6.463,8.96,630.2,1,629.2,7.553
"2020-12-14 22:35:00",168,13.31,-4.074,0.093,6.543,1,5.543,4.532,1.566,110.1,1,109.1,6.463,8.96,630.1,1,629.1,7.553
"2020-12-14 22:40:00",169,13.31,-4.074,0.092,6.452,1,5.452,4.532,1.566,110.1,1,109.1,6.463,8.96,630.1,1,629.1,7.553
"2020-12-14 22:45:00",170,13.31,-4.074,0.09,6.334,1,5.334,4.532,1.567,110.2,1,109.2,6.462,8.96,630.1,1,629.1,7.553
"2020-12-14 22:50:00",171,13.31,-4.096,0.09,6.299,1,5.299,4.532,1.568,110.2,1,109.2,6.462,8.96,630.1,1,629.1,7.553
"2020-12-14 22:55:00",172,13.31,-4.117,0.088,6.189,1,5.189,4.532,1.569,110.3,1,109.3,6.462,8.96,630.1,1,629.1,7.553
